"";"Date";"Mean";"Min";"Max"
"251";2018-09-08;291,067082728027;288,304415668025;292,963753363495
"252";2018-09-09;287,535398489553;285,486397873078;289,773599643232
"253";2018-09-10;286,637793127734;284,76735568891;289,686799076896
"254";2018-09-11;290,910718310276;288,826054552787;294,846261176681
"255";2018-09-12;291,951022355492;287,71020669125;297,833116841837
"256";2018-09-13;294,639822801175;289,519431772745;301,99307756475
"257";2018-09-14;296,762971831105;292,136381703833;303,683822042515
"258";2018-09-15;296,982406593625;292,539718181107;303,276723341556
"259";2018-09-16;297,065831367619;291,271963793379;304,659912109375
"260";2018-09-17;295,970420260072;291,729605694841;301,119225796486
"261";2018-09-18;295,792813183448;291,515764496156;301,174263869801
"262";2018-09-19;293,097034649719;290,19950594205;297,728426638642
"263";2018-09-20;290,863165205931;286,201300775945;297,684230490864
"264";2018-09-21;296,577335653549;290,670747746335;304,417724609375
"265";2018-09-22;289,886469481433;286,847198714978;295,747071094847
"266";2018-09-23;288,13712279113;281,741525209925;296,94580078125
"267";2018-09-24;289,511927445814;283,906800615661;298,2470703125
"268";2018-09-25;290,840106869985;287,431847093765;296,529204584159
"269";2018-09-26;292,978655295321;289,618835256426;294,142803969887
"270";2018-09-27;288,135322171284;283,439606274969;294,608437584642
"271";2018-09-28;289,651085873606;285,504953462139;295,844368545714
"272";2018-09-29;287,106381681939;283,641587707511;291,448872270966
"273";2018-09-30;285,372522084234;282,274080659833;288,525412825021
"274";2018-10-01;285,28784371735;283,717896381433;286,869426244906
"275";2018-10-02;287,68765172824;283,862447752647;291,921505810557
"276";2018-10-03;288,51817412795;285,765586612852;292,661039541863
"277";2018-10-04;292,364442666141;287,035467903426;294,924503182229
"278";2018-10-05;284,961684313951;281,092119522261;291,038608507892
"279";2018-10-06;288,855824492703;283,328633961283;295,223027458643
"280";2018-10-07;290,431125160925;287,703042801432;292,638515357214
"281";2018-10-08;291,442283931629;285,437689249685;302,5830078125
"282";2018-10-09;295,666795612938;291,720844144869;301,796630859375
"283";2018-10-10;295,930433045742;292,327608740539;301,758717131302
"284";2018-10-11;293,20352935531;289,118677490611;295,756773305052
"285";2018-10-12;284,173136959034;282,082819442024;288,447867599864
"286";2018-10-13;281,306557259587;278,758984820565;285,347236934481
"287";2018-10-14;282,61920231056;277,976260018658;289,726912611359
"288";2018-10-15;283,576878234482;280,578265203993;287,393629338284
"289";2018-10-16;281,144631469864;277,299962766254;285,289030535546
"290";2018-10-17;282,119965520264;278,680331136692;284,215891465076
"291";2018-10-18;277,897057738325;274,670209841946;281,039380553768
"292";2018-10-19;282,368717157455;278,670887600134;289,064335501025
"293";2018-10-20;283,473404791013;279,746316707655;287,244693036333
"294";2018-10-21;277,899616815428;275,787246300588;279,480644245284
"295";2018-10-22;279,687855622557;276,186469340083;284,655856542905
"296";2018-10-23;280,168498309356;276,099840688863;285,155504438425
"297";2018-10-24;278,206440786189;276,517763634322;280,475434512419
"298";2018-10-25;278,064490028949;275,907271499009;281,337801236293
"299";2018-10-26;278,927019965263;275,62486677007;284,668697010535
"300";2018-10-27;277,100112355677;276,352202046136;278,589397089598
"301";2018-10-28;277,548259847861;276,016493609821;280,824443808815
"302";2018-10-29;278,844260814079;276,816359838209;280,628969426365
"303";2018-10-30;279,198251747653;273,425377622397;286,231824888528
"304";2018-10-31;282,58996169809;277,842616621677;286,269042558949
"305";2018-11-01;280,477282176297;279,325574236573;283,364422347478
"306";2018-11-02;279,692713512966;279,024997570254;280,933425623678
"307";2018-11-03;278,461944787307;276,870592496695;281,763169481704
"308";2018-11-04;277,535826398624;272,252538745091;285,387866858795
"309";2018-11-05;281,518006015909;278,094395909223;287,157521935662
"310";2018-11-06;283,686855856645;281,278189656863;290,102187863307
"311";2018-11-07;281,753945414528;278,915647452607;283,116918126829
"312";2018-11-08;277,873697325715;274,791887915577;281,767973221298
"313";2018-11-09;274,00422278378;270,226643029561;276,956325677521
"314";2018-11-10;274,411505720885;270,96666938973;277,606309422591
"315";2018-11-11;273,827738492752;271,442676810967;278,11777909573
"316";2018-11-12;274,582064477385;270,04063594559;281,558668155835
"317";2018-11-13;274,307130737314;272,403745994832;276,922686308508
"318";2018-11-14;271,752137923031;269,06190199834;274,232681767805
"319";2018-11-15;270,944537072492;267,820002733752;274,728026787026
"320";2018-11-16;273,741360849113;272,17947646382;275,9246181425
"321";2018-11-17;275,027437636115;273,504494559873;277,114405731923
"322";2018-11-18;272,668866824957;268,4306199265;276,538388338279
"323";2018-11-19;274,795771415439;271,207627292999;279,985211278642
"324";2018-11-20;273,11250151291;271,384837265612;276,328789935152
"325";2018-11-21;272,47472978562;267,856047038384;274,693606455014
"326";2018-11-22;266,383519591506;262,858997327915;269,08753337496
"327";2018-11-23;267,089918668086;260,993913743969;278,158921933575
"328";2018-11-24;273,334983572847;270,907777957481;277,342376891299
"329";2018-11-25;277,901054081144;273,969873356833;280,993176024955
"330";2018-11-26;275,693571407896;272,313570917247;279,022689952754
"331";2018-11-27;274,433842230787;273,125278355257;277,067586367955
"332";2018-11-28;273,119282274006;272,024870416551;275,057696502561
"333";2018-11-29;273,514634910507;271,867025136966;275,873109906072
"334";2018-11-30;272,729984262511;269,397402965604;277,369082071932
"335";2018-12-01;274,023281156379;271,779179236123;278,038650177171
"336";2018-12-02;279,117546505896;274,665490800705;285,640937420871
"337";2018-12-03;277,425218774335;273,834082507364;280,579775263661
"338";2018-12-04;272,287295800786;267,848861216778;274,154088893698
"339";2018-12-05;269,227090959414;265,499230927041;275,906346565808
"340";2018-12-06;272,243162373343;269,751020949503;276,105187196435
"341";2018-12-07;268,165588979996;262,908665454224;271,866684157643
"342";2018-12-08;267,415371586967;261,86155233441;272,353493540002
"343";2018-12-09;267,285640579652;261,124622221041;274,562158233441
"344";2018-12-10;269,667095108148;265,936806041413;275,548427851941
"345";2018-12-11;271,072205090278;269,811975772011;273,151987272527
"346";2018-12-12;271,535519054411;267,799690548694;276,038859798607
"347";2018-12-13;273,472572794788;270,627120733949;280,011331190775
"348";2018-12-14;274,126771474013;271,817531395055;277,556529520581
"349";2018-12-15;274,331300018875;271,261444775885;277,638711580962
"350";2018-12-16;274,052766890822;272,84820609449;276,534016627805
"351";2018-12-17;274,243318756207;272,773588042147;276,896627611518
"352";2018-12-18;271,331764255846;268,874625896674;273,086989678179
"353";2018-12-19;272,131974775122;268,476625353181;278,879186946477
"354";2018-12-20;273,962292792849;270,719880185603;282,919109106111
"355";2018-12-21;276,788144394016;274,168528932644;280,39830516418
"356";2018-12-22;273,333617762644;272,353635826994;275,649322986159
"357";2018-12-23;272,989304167458;271,064300115201;275,882334856803
"358";2018-12-24;273,273956644248;271,579807327771;276,19504818973
"359";2018-12-25;272,009943202234;269,643671276263;275,15094609447
"360";2018-12-26;271,92134441134;269,621023847083;277,001935973677
"361";2018-12-27;271,860295261619;267,201487581495;278,522613293946
"362";2018-12-28;279,772504668201;275,023085391794;283,097122801263
"363";2018-12-29;275,174217867694;271,305789993554;281,561609575976
"364";2018-12-30;272,332256924981;270,662839253317;275,538910467902
"365";2018-12-31;272,60105392763;269,38339765045;279,121372540205
